dataset_legivel,documento,taxa_encontrado,sim_media_geral
zeroshoot,ADPA_1_Escritura-Escritura_20250613_000.pdf,0.75,0.6169916975001494
zeroshoot,ADPD_1_Escritura-Escritura_20250613_000.pdf,0.8958333333333334,0.7867503383507332
zeroshoot,AEAB11_Escritura-Escritura_20220614_000.pdf,1.0,0.8829694588979086
zeroshoot,AEAM_1_Escritura-Escritura_20210913_000.pdf,0.9166666666666666,0.7675668491671482
zeroshoot,AEGE_6_Escritura-Escritura_20240219_000.pdf,0.875,0.685882861725986
zeroshoot,AEGE_7_Escritura-Escritura_20241105_000.pdf,0.9791666666666666,0.7805523813391725
zeroshoot,AEGP_11_Escritura-Escritura_20220801_000.pdf,0.8541666666666666,0.7362879278759161
zeroshoot,AEGP_13_Escritura-Escritura_20230302_000.pdf,0.9166666666666666,0.7751344020167986
zeroshoot,AEGP_18_Escritura-Escritura_20231002_000.pdf,0.9375,0.7396334512159228
zeroshoot,AEGP_19_Escritura-Escritura_20240605_000.pdf,0.875,0.6776742739602923
zeroshoot,AEGP_20_Escritura-Escritura_20240702_000.pdf,0.9583333333333334,0.7860449900229772
zeroshoot,AEGP_7_Escritura-Escritura_20210412_000.pdf,0.9583333333333334,0.8003929915527502
zeroshoot,AEGP_9_Escritura-Escritura_20210916_000.pdf,0.7708333333333334,0.6618270389735699
zeroshoot,AENE_1_Escritura-Escritura_20220610_000.pdf,0.9791666666666666,0.8831295656661192
zeroshoot,AEPA_6_Escritura-Escritura_20211119_000.pdf,0.9791666666666666,0.8644140387574831
zeroshoot,AGAU_2_Escritura-Escritura_20210805_001.pdf,1.0,0.8602441642433405
zeroshoot,AGNN_2_Escritura-Escritura_20201026_000.pdf,0.8958333333333334,0.7799131646752357
zeroshoot,ALGA_10_Escritura-Escritura_20200409_000.pdf,1.0,0.8494095827142397
zeroshoot,ALGA_12_Escritura-Escritura_20220113_000.pdf,0.9166666666666666,0.803162599603335
zeroshoot,ALGTA3_Escritura-Escritura_20230216_000.pdf,0.9375,0.8357514838377634
zeroshoot,ANDA_1_Escritura-Escritura_20210315_000.pdf,1.0,0.8999776132404804
zeroshoot,ANIM_3_Escritura-Escritura_20210414_000.pdf,0.9375,0.8222793587483466
zeroshoot,ANIM_7_Escritura-Escritura_20250508_000.pdf,0.875,0.7299516138931116
zeroshoot,ASCY13_Escritura-Escritura_20230214_000.pdf,1.0,0.8483315234382948
zeroshoot,ASCY_4_Escritura-Escritura_20240228_000.pdf,0.9375,0.8212808147072792
zeroshoot,ATMP_7_Escritura-Escritura_20200813_003.pdf,0.9791666666666666,0.8496462168792883
zeroshoot,BAME_1_Escritura-Escritura_20220916_000.pdf,1.0,0.8911073145767053
zeroshoot,BRKM_17_Escritura-Escritura_20220822_000.pdf,0.8958333333333334,0.8505254921813806
zeroshoot,BTEL_2_Escritura-Escritura_20220609_001.pdf,0.8125,0.6988905910402536
zeroshoot,CBSS_3_Escritura-Escritura_20231003_000.pdf,0.875,0.7800994434704384
zeroshoot,CHMB11_Escritura-Escritura_20230309_000.pdf,0.875,0.7485254711161057
zeroshoot,CLIS_3_Escritura-Escritura_20250129_000.pdf,1.0,0.8441821429878473
zeroshoot,CMIN_2_Escritura-Escritura_20220712_002.pdf,0.9166666666666666,0.7785094684610764
zeroshoot,COGN_10_Escritura-Escritura_20230801_000.pdf,1.0,0.8411843273788691
zeroshoot,COGN_14_Escritura-Escritura_20241119_000.pdf,0.4166666666666667,0.7628033086657524
zeroshoot,COGN_6_Escritura-Escritura_20200515_000.pdf,0.9791666666666666,0.8870495222508907
zeroshoot,COGN_7_Escritura-Escritura_20210715_000.pdf,0.9166666666666666,0.8124170092244943
zeroshoot,COGN_9_Escritura-Escritura_20230120_000.pdf,1.0,0.8689965779582659
zeroshoot,DMRJ_4_Escritura-Escritura_20231212_000.pdf,1.0,0.9123663802941641
zeroshoot,ELKZ12_Escritura_20180614_000.pdf,1.0,0.8918242380023003
zeroshoot,HGLB_3_Escritura-Escritura_20241025_000.pdf,0.9583333333333334,0.8367945868521929
zeroshoot,KATR12_Escritura-Escritura_20221129_000.pdf,1.0,0.8846471744279066
zeroshoot,KNST19_Escritura-Escritura_20250707_000.pdf,0.8958333333333334,0.817494816146791
zeroshoot,LINS_2_Escritura-Escritura_20240603_000.pdf,0.9583333333333334,0.8424518890678883
zeroshoot,LVTC_2_Escritura-Escritura_20220601_000.pdf,1.0,0.893969938158989
zeroshoot,LWAT_1_Escritura-Escritura_20240304_000.pdf,1.0,0.8963521495461464
zeroshoot,MMIP_2_Escritura-Escritura_20220805_000.pdf,1.0,0.839705782632033
zeroshoot,MMIP_5_Escritura-Escritura_20250414_000.pdf,0.9375,0.7847213173906008
zeroshoot,MRFG_10_Escritura-Escritura_20220128_000.pdf,0.9791666666666666,0.8759720250964165
zeroshoot,MRFG_11_Escritura-Escritura_20221110_000.pdf,0.9791666666666666,0.8259463980793953
zeroshoot,MRFG_17_Escritura-Escritura_20240816_000.pdf,0.9791666666666666,0.875287976115942
zeroshoot,NISS_4_Escritura-Escritura_20220713_000.pdf,0.9583333333333334,0.8066595308482647
zeroshoot,NOWS_1_Escritura-Escritura_20211105_000.pdf,0.9791666666666666,0.8372169081121683
zeroshoot,NRSA_2_Escritura-Escritura_20190530_000.pdf,0.9791666666666666,0.8293891965101162
zeroshoot,NTON_3_Escritura-Escritura_20240112_000.pdf,0.9583333333333334,0.8330684918910265
zeroshoot,OCRM_1_Escritura-Escritura_20211008_000.pdf,0.9791666666666666,0.8746462874114513
zeroshoot,OIWI12_Escritura-Escritura_20230127_000.pdf,0.9583333333333334,0.8527978844940662
zeroshoot,PCHS_20_Escritura-Escritura_20250904_000.pdf,0.8958333333333334,0.7723461091518402
zeroshoot,PCHS_5_Escritura-Escritura_20231109_000.pdf,0.9791666666666666,0.826243955331544
zeroshoot,RADL_2_Escritura_20180326_000.pdf,0.9375,0.7962264859428009
zeroshoot,RBHO_5_Escritura_20180418_000.pdf,1.0,0.8611614853143692
zeroshoot,RHAG_3_Escritura-Escritura_20240718_000.pdf,1.0,0.8441762508203586
zeroshoot,RNVA_1_Escritura-Escritura_20210401_000.pdf,0.9166666666666666,0.8269498012959957
zeroshoot,RODC_3_Escritura-Escritura_20250523_000.pdf,0.9375,0.7950446407000223
zeroshoot,SAPE_2_Escritura-Escritura_20211105_000.pdf,0.9375,0.85402158771952
zeroshoot,SBFC_3_Escritura-Escritura_20220330_000.pdf,0.9583333333333334,0.8575001234809557
zeroshoot,SMTO_3_Escritura-Escritura_20210622_000.pdf,0.8958333333333334,0.7909883962323269
zeroshoot,SMTO_4_Escritura-Escritura_20220117_000.pdf,0.9166666666666666,0.7701911069452763
zeroshoot,SMTO_5_Escritura-Escritura_20221221_000.pdf,1.0,0.9099102541804314
zeroshoot,SSED_1_Escritura_20180628_000.pdf,1.0,0.8686394014706215
zeroshoot,STCL_1_Escritura-Escritura_20250221_000.pdf,1.0,0.9149486136933168
zeroshoot,TMER_2_Escritura-Escritura_20240202_000.pdf,0.8333333333333334,0.7658066588143507
zeroshoot,TNDA_4_Escritura-Escritura_20250820_000.pdf,0.9583333333333334,0.851554403702418
zeroshoot,TPER_1_Escritura-Escritura_20231221_001.pdf,0.8541666666666666,0.8135629755755266
zeroshoot,TRGP_1_Escritura-Escritura_20240611_000.pdf,0.9791666666666666,0.86874291797479
zeroshoot,TRPL_15_Escritura-Escritura_20240216_000.pdf,1.0,0.7890953167031208
zeroshoot,TVXV_1_Escritura-Escritura_20210111_000.pdf,0.625,0.511027637248238
zeroshoot,UFVP_1_Escritura-Escritura_20220916_000.pdf,0.7708333333333334,0.7006590192516645
zeroshoot,UHEJ11_Escritura-Escritura_20250617_000.pdf,1.0,0.8883991135905186
